"Fecha","Cierre","Apertura","Máximo","Mínimo","Vol.","% var."
"08.08.2023","138.67","140.04","140.04","137.68","502.38K","-0.90%"
"07.08.2023","139.93","138.61","140.91","138.61","187.38K","0.79%"
"04.08.2023","138.84","139.63","140.27","138.68","310.75K","-0.69%"
"03.08.2023","139.80","140.96","141.57","137.51","743.03K","-0.40%"
"02.08.2023","140.36","140.96","141.56","140.10","431.95K","-0.60%"
"01.08.2023","141.21","141.83","142.84","139.81","351.08K","-0.11%"
"31.07.2023","141.36","142.30","142.79","141.00","307.73K","-0.20%"
"28.07.2023","141.64","141.10","142.63","140.84","467.16K","-0.05%"
"27.07.2023","141.71","143.00","143.15","141.02","543.08K","-1.39%"
"26.07.2023","143.71","139.27","145.00","139.27","568.16K","3.50%"
"25.07.2023","138.85","137.85","139.40","137.50","672.27K","0.72%"
"24.07.2023","137.86","141.79","141.79","136.60","449.95K","-2.71%"
"21.07.2023","141.70","139.88","142.00","139.88","202.72K","1.56%"
"20.07.2023","139.53","139.00","140.73","138.52","249.23K","-0.21%"
"19.07.2023","139.82","140.83","141.11","138.58","796.26K","-0.27%"
"18.07.2023","140.20","140.77","141.42","139.24","341.42K","-0.11%"
"17.07.2023","140.36","141.60","142.26","139.83","267.66K","-0.88%"
"14.07.2023","141.61","143.38","143.38","140.72","407.01K","-1.41%"
"13.07.2023","143.63","140.45","144.03","140.45","472.73K","2.74%"
"12.07.2023","139.80","138.54","140.01","137.28","1.13M","1.14%"
"11.07.2023","138.22","138.16","138.39","132.55","788.50K","-0.17%"
"10.07.2023","138.46","140.09","140.31","138.16","546.79K","-1.21%"
"07.07.2023","140.16","140.82","140.82","139.00","692.59K","-0.41%"
"06.07.2023","140.74","141.74","142.85","140.26","543.35K","-1.26%"
"05.07.2023","142.53","141.78","142.90","140.14","956.14K","1.15%"
"04.07.2023","140.91","145.50","145.50","140.51","138.51K","-2.16%"
"03.07.2023","144.02","142.72","145.48","142.39","460.49K","0.66%"
"30.06.2023","143.08","142.65","143.33","140.58","1.04M","0.05%"
"29.06.2023","143.01","143.50","144.55","141.65","252.01K","-0.78%"
"28.06.2023","144.14","144.20","144.95","143.66","458.34K","-0.56%"
"27.06.2023","144.95","146.92","147.16","143.38","2.00M","-1.09%"
"26.06.2023","146.54","149.13","149.13","145.61","582.99K","-1.70%"
"23.06.2023","149.07","151.64","151.82","148.80","1.13M","-1.47%"
"22.06.2023","151.29","151.19","151.64","150.48","293.29K","-0.18%"
"21.06.2023","151.57","149.25","152.32","149.09","426.02K","0.35%"
"20.06.2023","151.04","151.56","152.21","150.57","521.89K","-0.66%"
"19.06.2023","152.05","151.95","152.48","151.53","58.67K","1.08%"
"16.06.2023","150.42","151.90","152.72","150.07","2.19M","-0.48%"
"15.06.2023","151.15","151.80","152.69","149.86","593.13K","-0.28%"
"14.06.2023","151.58","152.51","153.15","150.59","609.52K","-0.37%"
"13.06.2023","152.15","151.72","153.96","151.12","706.32K","-0.39%"
"12.06.2023","152.75","153.19","153.47","151.62","575.67K","-0.46%"
"09.06.2023","153.45","153.20","154.69","152.72","921.10K","0.34%"
"08.06.2023","152.93","151.21","153.16","150.06","768.34K","1.22%"
"07.06.2023","151.09","148.49","151.32","148.02","2.87M","2.14%"
"06.06.2023","147.92","147.97","148.63","147.25","700.80K","0.12%"
"05.06.2023","147.75","147.17","148.65","146.60","286.62K","0.54%"
"02.06.2023","146.95","146.00","148.50","145.67","570.42K","0.33%"
"01.06.2023","146.46","144.60","147.86","144.60","469.38K","0.81%"
"31.05.2023","145.29","148.38","149.14","144.27","9.73M","-2.19%"
"30.05.2023","148.55","149.31","149.50","146.33","1.39M","1.94%"
"29.05.2023","145.72","150.26","150.26","145.06","209.03K","-2.87%"
"26.05.2023","150.03","151.76","152.54","149.16","870.61K","-1.15%"
"25.05.2023","151.77","156.20","156.20","149.94","884.28K","0.03%"
"24.05.2023","151.72","153.18","153.48","151.51","999.40K","-1.35%"
"23.05.2023","153.79","153.87","155.61","153.04","965.38K","-0.17%"
"22.05.2023","154.05","158.00","159.59","153.63","634.03K","-2.33%"
"19.05.2023","157.72","157.07","158.25","156.24","408.55K","0.90%"
"18.05.2023","156.31","155.20","157.33","154.50","599.74K","0.51%"
"17.05.2023","155.52","156.02","156.48","154.48","730.94K","0.16%"
"16.05.2023","155.27","155.00","156.74","155.00","287.86K","0.19%"
"15.05.2023","154.97","156.27","158.03","154.46","449.84K","-0.76%"
"12.05.2023","156.16","159.67","159.76","155.84","356.54K","-1.88%"
"11.05.2023","159.16","159.19","159.77","157.99","335.94K","0.52%"
"10.05.2023","158.33","159.46","159.88","158.13","1.23M","-1.62%"
"09.05.2023","160.93","160.12","161.97","159.25","441.42K","0.25%"
"08.05.2023","160.53","164.28","164.28","157.63","329.17K","2.11%"
"05.05.2023","157.22","155.70","158.42","155.00","338.92K","0.94%"
"04.05.2023","155.75","154.07","156.21","153.52","457.12K","1.27%"
"03.05.2023","153.79","152.31","155.28","152.31","419.49K","1.36%"
"02.05.2023","151.72","149.38","152.09","146.49","572.92K","2.22%"
"28.04.2023","148.43","147.40","149.79","146.00","786.20K","-0.01%"
"27.04.2023","148.44","152.85","152.85","147.15","374.26K","-1.73%"
"26.04.2023","151.06","152.02","154.14","150.26","469.36K","-0.79%"
"25.04.2023","152.27","151.47","154.43","150.50","1.03M","0.20%"
"24.04.2023","151.97","149.46","152.30","149.46","462.07K","1.28%"
"21.04.2023","150.05","150.54","150.68","149.28","419.67K","-0.28%"
"20.04.2023","150.47","150.87","151.34","150.03","549.42K","0.01%"
"19.04.2023","150.46","150.71","152.87","150.31","632.66K","0.12%"
"18.04.2023","150.28","151.00","151.91","149.98","345.99K","-0.08%"
"17.04.2023","150.40","151.20","152.57","149.90","640.56K","-0.27%"
"14.04.2023","150.80","150.56","150.99","149.59","417.96K","0.27%"
"13.04.2023","150.40","151.20","151.54","149.70","1.34M","-0.26%"
"12.04.2023","150.79","150.33","151.30","149.98","1.07M","-0.29%"
"11.04.2023","151.23","150.49","153.37","150.28","508.00K","1.16%"
"10.04.2023","149.49","149.03","150.50","148.89","303.74K","0.31%"
"05.04.2023","149.03","147.83","149.60","147.54","528.45K","1.02%"
"04.04.2023","147.53","147.90","149.25","147.25","682.56K","0.34%"
"03.04.2023","147.03","145.99","148.34","145.99","917.75K","1.59%"
"31.03.2023","144.73","145.22","147.34","144.44","984.08K","-0.11%"
"30.03.2023","144.89","144.74","146.60","144.45","555.30K","1.02%"
"29.03.2023","143.43","143.00","144.75","142.29","937.15K","0.36%"
"28.03.2023","142.92","143.93","143.95","142.23","858.01K","-0.74%"
"27.03.2023","143.99","145.37","146.13","143.73","530.94K","-0.53%"
"24.03.2023","144.76","142.89","145.16","142.65","580.63K","1.14%"
"23.03.2023","143.13","143.15","144.06","142.20","892.01K","-0.02%"
"22.03.2023","143.16","143.64","144.76","142.49","496.10K","-0.39%"
"21.03.2023","143.72","142.55","145.31","142.55","507.75K","1.53%"
"17.03.2023","141.56","141.19","141.87","140.25","2.88M","0.07%"
"16.03.2023","141.46","142.58","142.60","141.22","672.36K","-0.46%"
"15.03.2023","142.11","141.23","142.60","140.13","455.85K","1.38%"
"14.03.2023","140.17","141.28","143.27","139.68","540.92K","-1.09%"
"13.03.2023","141.71","140.40","143.89","140.40","631.42K","0.88%"
"10.03.2023","140.47","142.02","142.50","139.82","277.18K","-0.21%"
"09.03.2023","140.76","140.99","142.75","140.38","567.60K","0.08%"
"08.03.2023","140.65","139.33","142.09","139.33","441.40K","1.71%"
"07.03.2023","138.28","137.57","139.19","136.10","1.30M","1.00%"
"06.03.2023","136.91","132.97","137.41","132.75","485.97K","2.88%"
"03.03.2023","133.08","133.45","134.29","132.07","417.40K","0.42%"
"02.03.2023","132.52","132.44","133.56","131.64","381.15K","0.21%"
"01.03.2023","132.24","131.68","132.93","131.38","363.76K","-0.08%"
"28.02.2023","132.34","133.44","134.18","131.76","1.07M","-1.33%"
"27.02.2023","134.12","134.54","135.87","133.76","138.08K","-0.23%"
"24.02.2023","134.43","131.35","135.47","129.83","494.23K","1.47%"
"23.02.2023","132.48","132.54","133.12","131.94","449.56K","0.20%"
